year,pop,city_st
1986,30139.04937536071,"Lexington, MA"
1987,29817.53840305833,"Lexington, MA"
1988,29514.025602038888,"Lexington, MA"
1989,29238.26234384018,"Lexington, MA"
1990,29000,"Lexington, MA"
1991,28808.56471346652,"Lexington, MA"
1992,28671.581712829367,"Lexington, MA"
1993,28596.250998088544,"Lexington, MA"
1994,28589.77256924405,"Lexington, MA"
1995,28659.346426295884,"Lexington, MA"
1996,28812.17256924405,"Lexington, MA"
1997,29055.450998088545,"Lexington, MA"
1998,29396.381712829367,"Lexington, MA"
1999,29842.164713466518,"Lexington, MA"
2000,30400,"Lexington, MA"
1940,3087,"Liberty, TX"
1941,3026.5818846153848,"Liberty, TX"
1942,3012.5357948717947,"Liberty, TX"
1943,3041.4737307692308,"Liberty, TX"
1944,3110.007692307692,"Liberty, TX"
1945,3214.7496794871795,"Liberty, TX"
1946,3352.311692307692,"Liberty, TX"
1947,3519.3057307692306,"Liberty, TX"
1948,3712.3437948717947,"Liberty, TX"
1949,3928.0378846153844,"Liberty, TX"
1950,4163,"Liberty, TX"
1951,4413.142138461539,"Liberty, TX"
1952,4671.576287179487,"Liberty, TX"
1953,4930.714430769231,"Liberty, TX"
1954,5182.968553846154,"Liberty, TX"
1955,5420.750641025641,"Liberty, TX"
1956,5636.4726769230765,"Liberty, TX"
1957,5822.546646153846,"Liberty, TX"
1958,5971.384533333334,"Liberty, TX"
1959,6075.398323076923,"Liberty, TX"
1960,6127,"Liberty, TX"
1961,6122.101561538461,"Liberty, TX"
1962,6070.615056410256,"Liberty, TX"
1963,5985.952546153846,"Liberty, TX"
1964,5881.526092307692,"Liberty, TX"
1965,5770.747756410256,"Liberty, TX"
1966,5667.0296,"Liberty, TX"
1967,5583.783684615385,"Liberty, TX"
1968,5534.422071794872,"Liberty, TX"
1969,5532.356823076923,"Liberty, TX"
1970,5591,"Liberty, TX"
1971,5719.241615384615,"Liberty, TX"
1972,5907.883487179487,"Liberty, TX"
1973,6143.205384615385,"Liberty, TX"
1974,6411.4870769230765,"Liberty, TX"
1975,6699.008333333333,"Liberty, TX"
1976,6992.0489230769235,"Liberty, TX"
1977,7276.888615384615,"Liberty, TX"
1978,7539.807179487179,"Liberty, TX"
1979,7767.084384615385,"Liberty, TX"
1980,7945,"Liberty, TX"
1981,8063.575976923077,"Liberty, TX"
1982,8127.802994871795,"Liberty, TX"
1983,8146.413915384615,"Liberty, TX"
1984,8128.1416,"Liberty, TX"
1985,8081.718910256411,"Liberty, TX"
1986,8015.878707692308,"Liberty, TX"
1987,7939.353853846154,"Liberty, TX"
1988,7860.877210256411,"Liberty, TX"
1989,7789.181638461539,"Liberty, TX"
1990,7733.000000000001,"Liberty, TX"
1991,7699.152476923077,"Liberty, TX"
1992,7686.808533333333,"Liberty, TX"
1993,7693.224953846154,"Liberty, TX"
1994,7715.658523076923,"Liberty, TX"
1995,7751.366025641026,"Liberty, TX"
1996,7797.604246153846,"Liberty, TX"
1997,7851.629969230769,"Liberty, TX"
1998,7910.69997948718,"Liberty, TX"
1999,7972.071061538461,"Liberty, TX"
2000,8033,"Liberty, TX"
2001,8091.126115384615,"Liberty, TX"
2002,8145.618871794872,"Liberty, TX"
2003,8196.030269230769,"Liberty, TX"
2004,8241.912307692308,"Liberty, TX"
2005,8282.816987179487,"Liberty, TX"
2006,8318.296307692308,"Liberty, TX"
2007,8347.90226923077,"Liberty, TX"
2008,8371.186871794871,"Liberty, TX"
2009,8387.702115384614,"Liberty, TX"
2010,8397,"Liberty, TX"
1970,9071,"Lighthouse Point, FL"
1971,9632.9985,"Lighthouse Point, FL"
1972,10110.416888888889,"Lighthouse Point, FL"
1973,10508.281166666666,"Lighthouse Point, FL"
1974,10831.617333333334,"Lighthouse Point, FL"
1975,11085.451388888889,"Lighthouse Point, FL"
1976,11274.809333333333,"Lighthouse Point, FL"
1977,11404.717166666665,"Lighthouse Point, FL"
1978,11480.200888888889,"Lighthouse Point, FL"
1979,11506.286499999998,"Lighthouse Point, FL"
1980,11488,"Lighthouse Point, FL"
1981,11430.775,"Lighthouse Point, FL"
1982,11341.675555555556,"Lighthouse Point, FL"
1983,11228.173333333334,"Lighthouse Point, FL"
1984,11097.74,"Lighthouse Point, FL"
1985,10957.847222222223,"Lighthouse Point, FL"
1986,10815.966666666667,"Lighthouse Point, FL"
1987,10679.57,"Lighthouse Point, FL"
1988,10556.128888888888,"Lighthouse Point, FL"
1989,10453.115,"Lighthouse Point, FL"
1990,10378,"Lighthouse Point, FL"
1991,10336.2175,"Lighthouse Point, FL"
1992,10325.048888888889,"Lighthouse Point, FL"
1993,10339.7375,"Lighthouse Point, FL"
1994,10375.526666666667,"Lighthouse Point, FL"
1995,10427.659722222223,"Lighthouse Point, FL"
1996,10491.38,"Lighthouse Point, FL"
1997,10561.930833333334,"Lighthouse Point, FL"
1998,10634.555555555555,"Lighthouse Point, FL"
1999,10704.4975,"Lighthouse Point, FL"
2000,10767,"Lighthouse Point, FL"
2001,10817.714,"Lighthouse Point, FL"
2002,10853.92088888889,"Lighthouse Point, FL"
2003,10873.309666666666,"Lighthouse Point, FL"
2004,10873.569333333333,"Lighthouse Point, FL"
2005,10852.388888888889,"Lighthouse Point, FL"
2006,10807.457333333334,"Lighthouse Point, FL"
2007,10736.463666666667,"Lighthouse Point, FL"
2008,10637.09688888889,"Lighthouse Point, FL"
2009,10507.046,"Lighthouse Point, FL"
2010,10344,"Lighthouse Point, FL"
1940,4254,"Lihue, HI"
1941,4149.675086538462,"Lihue, HI"
1942,4063.317487179487,"Lihue, HI"
1943,3993.683201923077,"Lihue, HI"
1944,3939.528230769231,"Lihue, HI"
1945,3899.6085737179487,"Lihue, HI"
1946,3872.680230769231,"Lihue, HI"
1947,3857.499201923077,"Lihue, HI"
1948,3852.821487179487,"Lihue, HI"
1949,3857.4030865384616,"Lihue, HI"
1950,3870,"Lihue, HI"
1951,3889.113096153846,"Lihue, HI"
1952,3912.222717948718,"Lihue, HI"
1953,3936.554076923077,"Lihue, HI"
1954,3959.3323846153844,"Lihue, HI"
1955,3977.7828525641025,"Lihue, HI"
1956,3989.1306923076922,"Lihue, HI"
1957,3990.6011153846152,"Lihue, HI"
1958,3979.4193333333333,"Lihue, HI"
1959,3952.8105576923076,"Lihue, HI"
1960,3908,"Lihue, HI"
1961,3843.4885288461537,"Lihue, HI"
1962,3762.879641025641,"Lihue, HI"
1963,3671.0524903846153,"Lihue, HI"
1964,3572.8862307692307,"Lihue, HI"
1965,3473.260016025641,"Lihue, HI"
1966,3377.053,"Lihue, HI"
1967,3289.1443365384616,"Lihue, HI"
1968,3214.4131794871796,"Lihue, HI"
1969,3157.7386826923075,"Lihue, HI"
1970,3124,"Lihue, HI"
1971,3116.9547884615386,"Lihue, HI"
1972,3135.874717948718,"Lihue, HI"
1973,3178.9099615384616,"Lihue, HI"
1974,3244.210692307692,"Lihue, HI"
1975,3329.9270833333335,"Lihue, HI"
1976,3434.2093076923074,"Lihue, HI"
1977,3555.207538461538,"Lihue, HI"
1978,3691.0719487179485,"Lihue, HI"
1979,3839.9527115384617,"Lihue, HI"
1980,4000,"Lihue, HI"
1981,4169.092317307693,"Lihue, HI"
1982,4344.021487179487,"Lihue, HI"
1983,4521.307663461538,"Lihue, HI"
1984,4697.471,"Lihue, HI"
1985,4869.031650641025,"Lihue, HI"
1986,5032.509769230769,"Lihue, HI"
1987,5184.425509615385,"Lihue, HI"
1988,5321.299025641026,"Lihue, HI"
1989,5439.650471153846,"Lihue, HI"
1990,5536,"Lihue, HI"
1991,5608.0179423076925,"Lihue, HI"
1992,5657.975333333333,"Lihue, HI"
1993,5689.293384615385,"Lihue, HI"
1994,5705.393307692308,"Lihue, HI"
1995,5709.696314102564,"Lihue, HI"
1996,5705.623615384616,"Lihue, HI"
1997,5696.596423076923,"Lihue, HI"
1998,5686.0359487179485,"Lihue, HI"
1999,5677.363403846154,"Lihue, HI"
2000,5674,"Lihue, HI"
2001,5679.136913461539,"Lihue, HI"
2002,5695.04517948718,"Lihue, HI"
2003,5723.765798076923,"Lihue, HI"
2004,5767.339769230769,"Lihue, HI"
2005,5827.808092948718,"Lihue, HI"
2006,5907.211769230769,"Lihue, HI"
2007,6007.591798076923,"Lihue, HI"
2008,6130.989179487179,"Lihue, HI"
2009,6279.444913461539,"Lihue, HI"
2010,6455,"Lihue, HI"
1970,4198,"Lincoln City, OR"
1971,4429.765,"Lincoln City, OR"
1972,4633.017777777778,"Lincoln City, OR"
1973,4809.7283333333335,"Lincoln City, OR"
1974,4961.866666666667,"Lincoln City, OR"
1975,5091.402777777777,"Lincoln City, OR"
1976,5200.306666666666,"Lincoln City, OR"
1977,5290.548333333333,"Lincoln City, OR"
1978,5364.097777777778,"Lincoln City, OR"
1979,5422.925,"Lincoln City, OR"
1980,5469,"Lincoln City, OR"
1981,5504.523,"Lincoln City, OR"
1982,5532.615111111111,"Lincoln City, OR"
1983,5556.627666666666,"Lincoln City, OR"
1984,5579.912,"Lincoln City, OR"
1985,5605.819444444444,"Lincoln City, OR"
1986,5637.701333333333,"Lincoln City, OR"
1987,5678.909,"Lincoln City, OR"
1988,5732.793777777778,"Lincoln City, OR"
1989,5802.707,"Lincoln City, OR"
1990,5892,"Lincoln City, OR"
1991,6002.873,"Lincoln City, OR"
1992,6132.921777777778,"Lincoln City, OR"
1993,6278.591,"Lincoln City, OR"
1994,6436.325333333333,"Lincoln City, OR"
1995,6602.569444444444,"Lincoln City, OR"
1996,6773.768,"Lincoln City, OR"
1997,6946.365666666667,"Lincoln City, OR"
1998,7116.807111111111,"Lincoln City, OR"
1999,7281.537,"Lincoln City, OR"
2000,7437,"Lincoln City, OR"
2001,7579.871,"Lincoln City, OR"
2002,7707.745777777778,"Lincoln City, OR"
2003,7818.450333333333,"Lincoln City, OR"
2004,7909.810666666666,"Lincoln City, OR"
2005,7979.652777777777,"Lincoln City, OR"
2006,8025.8026666666665,"Lincoln City, OR"
2007,8046.086333333334,"Lincoln City, OR"
2008,8038.329777777778,"Lincoln City, OR"
2009,8000.359,"Lincoln City, OR"
2010,7930,"Lincoln City, OR"
1950,3376,"Lincoln Park, NJ"
1951,3497.0893564593302,"Lincoln Park, NJ"
1952,3660.055744816587,"Lincoln Park, NJ"
1953,3861.3711650717705,"Lincoln Park, NJ"
1954,4097.50761722488,"Lincoln Park, NJ"
1955,4364.937101275917,"Lincoln Park, NJ"
1956,4660.131617224881,"Lincoln Park, NJ"
1957,4979.5631650717705,"Lincoln Park, NJ"
1958,5319.703744816587,"Lincoln Park, NJ"
1959,5677.0253564593295,"Lincoln Park, NJ"
1960,6048,"Lincoln Park, NJ"
1961,6428.401172248804,"Lincoln Park, NJ"
1962,6811.208357256778,"Lincoln Park, NJ"
1963,7188.702535885168,"Lincoln Park, NJ"
1964,7553.164688995215,"Lincoln Park, NJ"
1965,7896.875797448166,"Lincoln Park, NJ"
1966,8212.116842105264,"Lincoln Park, NJ"
1967,8491.168803827752,"Lincoln Park, NJ"
1968,8726.312663476874,"Lincoln Park, NJ"
1969,8909.829401913876,"Lincoln Park, NJ"
1970,9034,"Lincoln Park, NJ"
1971,9094.597954545454,"Lincoln Park, NJ"
1972,9101.3668261563,"Lincoln Park, NJ"
1973,9067.54269138756,"Lincoln Park, NJ"
1974,9006.361626794258,"Lincoln Park, NJ"
1975,8931.05970893142,"Lincoln Park, NJ"
1976,8854.873014354067,"Lincoln Park, NJ"
1977,8791.037619617226,"Lincoln Park, NJ"
1978,8752.789601275917,"Lincoln Park, NJ"
1979,8753.365035885168,"Lincoln Park, NJ"
1980,8806,"Lincoln Park, NJ"
1981,8919.801009569377,"Lincoln Park, NJ"
1982,9087.356338118023,"Lincoln Park, NJ"
1983,9297.124698564594,"Lincoln Park, NJ"
1984,9537.56480382775,"Lincoln Park, NJ"
1985,9797.135366826156,"Lincoln Park, NJ"
1986,10064.295100478468,"Lincoln Park, NJ"
1987,10327.50271770335,"Lincoln Park, NJ"
1988,10575.216931419458,"Lincoln Park, NJ"
1989,10795.896454545455,"Lincoln Park, NJ"
1990,10978,"Lincoln Park, NJ"
1991,11112.778007177034,"Lincoln Park, NJ"
1992,11202.647821371611,"Lincoln Park, NJ"
1993,11252.818514354067,"Lincoln Park, NJ"
1994,11268.499157894737,"Lincoln Park, NJ"
1995,11254.898823763955,"Lincoln Park, NJ"
1996,11217.226583732057,"Lincoln Park, NJ"
1997,11160.691509569378,"Lincoln Park, NJ"
1998,11090.502673046252,"Lincoln Park, NJ"
1999,11011.869145933015,"Lincoln Park, NJ"
2000,10930,"Lincoln Park, NJ"
2001,10849.545961722488,"Lincoln Park, NJ"
2002,10772.924376395535,"Lincoln Park, NJ"
2003,10701.994244019139,"Lincoln Park, NJ"
2004,10638.614564593301,"Lincoln Park, NJ"
2005,10584.644338118022,"Lincoln Park, NJ"
2006,10541.9425645933,"Lincoln Park, NJ"
2007,10512.368244019139,"Lincoln Park, NJ"
2008,10497.780376395534,"Lincoln Park, NJ"
2009,10500.037961722488,"Lincoln Park, NJ"
2010,10521,"Lincoln Park, NJ"
1930,4040,"Lindenhurst, NY"
1931,4167.0047667468225,"Lindenhurst, NY"
1932,4267.8280297721285,"Lindenhurst, NY"
1933,4347.670789075919,"Lindenhurst, NY"
1934,4411.734044658193,"Lindenhurst, NY"
1935,4465.218796518951,"Lindenhurst, NY"
1936,4513.326044658193,"Lindenhurst, NY"
1937,4561.256789075918,"Lindenhurst, NY"
1938,4614.2120297721285,"Lindenhurst, NY"
1939,4677.392766746822,"Lindenhurst, NY"
1940,4756,"Lindenhurst, NY"
1941,4856.343979903813,"Lindenhurst, NY"
1942,4989.17195831902,"Lindenhurst, NY"
1943,5166.34043747853,"Lindenhurst, NY"
1944,5399.705919615252,"Lindenhurst, NY"
1945,5701.124906962098,"Lindenhurst, NY"
1946,6082.4539017519755,"Lindenhurst, NY"
1947,6555.549406217795,"Lindenhurst, NY"
1948,7132.267922592466,"Lindenhurst, NY"
1949,7824.465953108897,"Lindenhurst, NY"
1950,8644,"Lindenhurst, NY"
1951,9597.180313637926,"Lindenhurst, NY"
1952,10668.132136951792,"Lindenhurst, NY"
1953,11835.434461009962,"Lindenhurst, NY"
1954,13077.666276880796,"Lindenhurst, NY"
1955,14373.406575632656,"Lindenhurst, NY"
1956,15701.234348333905,"Lindenhurst, NY"
1957,17039.7285860529,"Lindenhurst, NY"
1958,18367.46827985801,"Lindenhurst, NY"
1959,19663.032420817588,"Lindenhurst, NY"
1960,20905,"Lindenhurst, NY"
1961,22074.644765544486,"Lindenhurst, NY"
1962,23164.019493873813,"Lindenhurst, NY"
1963,24167.87171848162,"Lindenhurst, NY"
1964,25080.94897286156,"Lindenhurst, NY"
1965,25897.99879050727,"Lindenhurst, NY"
1966,26613.7687049124,"Lindenhurst, NY"
1967,27223.006249570593,"Lindenhurst, NY"
1968,27720.458957975497,"Lindenhurst, NY"
1969,28100.87436362075,"Lindenhurst, NY"
1970,28359,"Lindenhurst, NY"
1971,28493.44362418413,"Lindenhurst, NY"
1972,28518.25388755296,"Lindenhurst, NY"
1973,28451.33966506355,"Lindenhurst, NY"
1974,28310.609831672966,"Lindenhurst, NY"
1975,28113.97326233826,"Lindenhurst, NY"
1976,27879.33883201649,"Lindenhurst, NY"
1977,27624.61541566472,"Lindenhurst, NY"
1978,27367.71188824001,"Lindenhurst, NY"
1979,27126.53712469942,"Lindenhurst, NY"
1980,26919,"Lindenhurst, NY"
1981,26759.254737719,"Lindenhurst, NY"
1982,26646.43695591435,"Lindenhurst, NY"
1983,26575.92762126417,"Lindenhurst, NY"
1984,26543.10770044658,"Lindenhurst, NY"
1985,26543.358160139698,"Lindenhurst, NY"
1986,26572.059967021643,"Lindenhurst, NY"
1987,26624.594087770525,"Lindenhurst, NY"
1988,26696.341489064467,"Lindenhurst, NY"
1989,26782.683137581585,"Lindenhurst, NY"
1990,26879,"Lindenhurst, NY"
1991,26981.117424939883,"Lindenhurst, NY"
1992,27086.638288789647,"Lindenhurst, NY"
1993,27193.609849879766,"Lindenhurst, NY"
1994,27300.079366540707,"Lindenhurst, NY"
1995,27404.09409710294,"Lindenhurst, NY"
1996,27503.701299896944,"Lindenhurst, NY"
1997,27596.948233253177,"Lindenhurst, NY"
1998,27681.882155502117,"Lindenhurst, NY"
1999,27756.550324974236,"Lindenhurst, NY"
2000,27819,"Lindenhurst, NY"
2001,27867.18956252147,"Lindenhurst, NY"
2002,27898.72188892706,"Lindenhurst, NY"
2003,27911.110979216763,"Lindenhurst, NY"
2004,27901.87083339059,"Lindenhurst, NY"
2005,27868.51545144853,"Lindenhurst, NY"
2006,27808.558833390587,"Lindenhurst, NY"
2007,27719.514979216765,"Lindenhurst, NY"
2008,27598.89788892706,"Lindenhurst, NY"
2009,27444.22156252147,"Lindenhurst, NY"
2010,27253,"Lindenhurst, NY"
1930,2523,"Lindenwold, NJ"
1931,2556.571057540364,"Lindenwold, NJ"
1932,2577.9103245162028,"Lindenwold, NJ"
1933,2589.0488009275164,"Lindenwold, NJ"
1934,2592.0174867743044,"Lindenwold, NJ"
1935,2588.847382056567,"Lindenwold, NJ"
1936,2581.5694867743046,"Lindenwold, NJ"
1937,2572.2148009275165,"Lindenwold, NJ"
1938,2562.8143245162028,"Lindenwold, NJ"
1939,2555.399057540364,"Lindenwold, NJ"
1940,2552,"Lindenwold, NJ"
1941,2554.9414309515632,"Lindenwold, NJ"
1942,2567.720745677316,"Lindenwold, NJ"
1943,2594.128618515974,"Lindenwold, NJ"
1944,2637.955723806252,"Lindenwold, NJ"
1945,2702.992735886866,"Lindenwold, NJ"
1946,2793.0303290965303,"Lindenwold, NJ"
1947,2911.8591777739607,"Lindenwold, NJ"
1948,3063.2699562578728,"Lindenwold, NJ"
1949,3251.053338886981,"Lindenwold, NJ"
1950,3479,"Lindenwold, NJ"
1951,3749.4342186533836,"Lindenwold, NJ"
1952,4058.8146927745333,"Lindenwold, NJ"
1953,4402.133725008588,"Lindenwold, NJ"
1954,4774.383618000687,"Lindenwold, NJ"
1955,5170.55667439597,"Lindenwold, NJ"
1956,5585.645196839574,"Lindenwold, NJ"
1957,6014.641487976641,"Lindenwold, NJ"
1958,6452.537850452308,"Lindenwold, NJ"
1959,6894.326586911715,"Lindenwold, NJ"
1960,7335,"Lindenwold, NJ"
1961,7771.170694434902,"Lindenwold, NJ"
1962,8205.932483224551,"Lindenwold, NJ"
1963,8643.999481449673,"Lindenwold, NJ"
1964,9090.085804191,"Lindenwold, NJ"
1965,9548.905566529256,"Lindenwold, NJ"
1966,10025.172883545172,"Lindenwold, NJ"
1967,10523.601870319479,"Lindenwold, NJ"
1968,11048.906641932897,"Lindenwold, NJ"
1969,11605.801313466163,"Lindenwold, NJ"
1970,12199,"Lindenwold, NJ"
1971,12830.248003607008,"Lindenwold, NJ"
1972,13489.415374327265,"Lindenwold, NJ"
1973,14163.403349192717,"Lindenwold, NJ"
1974,14839.113165235314,"Lindenwold, NJ"
1975,15503.446059487003,"Lindenwold, NJ"
1976,16143.303268979733,"Lindenwold, NJ"
1977,16745.58603074545,"Lindenwold, NJ"
1978,17297.1955818161,"Lindenwold, NJ"
1979,17785.033159223633,"Lindenwold, NJ"
1980,18196,"Lindenwold, NJ"
1981,18520.535291137065,"Lindenwold, NJ"
1982,18763.23001946639,"Lindenwold, NJ"
1983,18932.213121779456,"Lindenwold, NJ"
1984,19035.61353486774,"Lindenwold, NJ"
1985,19081.56019552273,"Lindenwold, NJ"
1986,19078.1820405359,"Lindenwold, NJ"
1987,19033.60800669873,"Lindenwold, NJ"
1988,18955.9670308027,"Lindenwold, NJ"
1989,18853.3880496393,"Lindenwold, NJ"
1990,18734,"Lindenwold, NJ"
1991,18604.941831844728,"Lindenwold, NJ"
1992,18469.39254780717,"Lindenwold, NJ"
1993,18329.541163689453,"Lindenwold, NJ"
1994,18187.576695293712,"Lindenwold, NJ"
1995,18045.688158422076,"Lindenwold, NJ"
1996,17906.064568876674,"Lindenwold, NJ"
1997,17770.894942459636,"Lindenwold, NJ"
1998,17642.36829497309,"Lindenwold, NJ"
1999,17522.673642219168,"Lindenwold, NJ"
2000,17414,"Lindenwold, NJ"
2001,17318.734381484028,"Lindenwold, NJ"
2002,17240.055789304934,"Lindenwold, NJ"
2003,17181.34122346273,"Lindenwold, NJ"
2004,17145.967683957402,"Lindenwold, NJ"
2005,17137.312170788962,"Lindenwold, NJ"
2006,17158.751683957402,"Lindenwold, NJ"
2007,17213.66322346273,"Lindenwold, NJ"
2008,17305.423789304936,"Lindenwold, NJ"
2009,17437.410381484027,"Lindenwold, NJ"
2010,17613,"Lindenwold, NJ"
1960,3847,"Linwood, NJ"
1961,4281.761946428572,"Linwood, NJ"
1962,4663.117238095238,"Linwood, NJ"
1963,4994.1298750000005,"Linwood, NJ"
1964,5277.863857142856,"Linwood, NJ"
1965,5517.383184523809,"Linwood, NJ"
1966,5715.751857142857,"Linwood, NJ"
1967,5876.033874999999,"Linwood, NJ"
1968,6001.293238095238,"Linwood, NJ"
1969,6094.593946428571,"Linwood, NJ"
1970,6159,"Linwood, NJ"
1971,6197.831464285714,"Linwood, NJ"
1972,6215.432666666667,"Linwood, NJ"
1973,6216.4039999999995,"Linwood, NJ"
1974,6205.345857142857,"Linwood, NJ"
1975,6186.858630952381,"Linwood, NJ"
1976,6165.542714285714,"Linwood, NJ"
1977,6145.9985,"Linwood, NJ"
1978,6132.8263809523805,"Linwood, NJ"
1979,6130.62675,"Linwood, NJ"
1980,6144,"Linwood, NJ"
1981,6176.266196428572,"Linwood, NJ"
1982,6225.624095238095,"Linwood, NJ"
1983,6288.992125,"Linwood, NJ"
1984,6363.288714285714,"Linwood, NJ"
1985,6445.432291666667,"Linwood, NJ"
1986,6532.341285714286,"Linwood, NJ"
1987,6620.934125,"Linwood, NJ"
1988,6708.129238095238,"Linwood, NJ"
1989,6790.845053571428,"Linwood, NJ"
1990,6866,"Linwood, NJ"
1991,6931.16075,"Linwood, NJ"
1992,6986.486952380952,"Linwood, NJ"
1993,7032.7865,"Linwood, NJ"
1994,7070.867285714286,"Linwood, NJ"
1995,7101.537202380952,"Linwood, NJ"
1996,7125.6041428571425,"Linwood, NJ"
1997,7143.876,"Linwood, NJ"
1998,7157.160666666667,"Linwood, NJ"
1999,7166.266035714286,"Linwood, NJ"
2000,7172,"Linwood, NJ"
2001,7175.040803571429,"Linwood, NJ"
2002,7175.548095238095,"Linwood, NJ"
2003,7173.551875,"Linwood, NJ"
2004,7169.082142857143,"Linwood, NJ"
2005,7162.168898809524,"Linwood, NJ"
2006,7152.842142857143,"Linwood, NJ"
2007,7141.131875,"Linwood, NJ"
2008,7127.068095238095,"Linwood, NJ"
2009,7110.680803571428,"Linwood, NJ"
2010,7092,"Linwood, NJ"
1910,2541,"Little Ferry, NJ"
1911,2426.2523762486126,"Little Ferry, NJ"
1912,2347.0468911086446,"Little Ferry, NJ"
1913,2301.067544580096,"Little Ferry, NJ"
1914,2285.998336662967,"Little Ferry, NJ"
1915,2299.5232673572573,"Little Ferry, NJ"
1916,2339.326336662967,"Little Ferry, NJ"
1917,2403.091544580096,"Little Ferry, NJ"
1918,2488.5028911086447,"Little Ferry, NJ"
1919,2593.2443762486123,"Little Ferry, NJ"
1920,2715,"Little Ferry, NJ"
1921,2851.2499485016647,"Little Ferry, NJ"
1922,2998.659152447897,"Little Ferry, NJ"
1923,3153.688728671846,"Little Ferry, NJ"
1924,3312.7997940066593,"Little Ferry, NJ"
1925,3472.4534652854854,"Little Ferry, NJ"
1926,3629.1108593414724,"Little Ferry, NJ"
1927,3779.233093007769,"Little Ferry, NJ"
1928,3919.281283117524,"Little Ferry, NJ"
1929,4045.7165465038847,"Little Ferry, NJ"
1930,4155,"Little Ferry, NJ"
1931,4244.611829744728,"Little Ferry, NJ"
1932,4316.108499099766,"Little Ferry, NJ"
1933,4372.065540732519,"Little Ferry, NJ"
1934,4415.058487310396,"Little Ferry, NJ"
1935,4447.662871500802,"Little Ferry, NJ"
1936,4472.454225971143,"Little Ferry, NJ"
1937,4492.008083388827,"Little Ferry, NJ"
1938,4508.89997642126,"Little Ferry, NJ"
1939,4525.705437735849,"Little Ferry, NJ"
1940,4545,"Little Ferry, NJ"
1941,4568.872732519423,"Little Ferry, NJ"
1942,4597.46685115304,"Little Ferry, NJ"
1943,4630.439108398076,"Little Ferry, NJ"
1944,4667.446256751758,"Little Ferry, NJ"
1945,4708.145048711309,"Little Ferry, NJ"
1946,4752.192236773955,"Little Ferry, NJ"
1947,4799.244573436922,"Little Ferry, NJ"
1948,4848.958811197435,"Little Ferry, NJ"
1949,4900.991702552719,"Little Ferry, NJ"
1950,4955,"Little Ferry, NJ"
1951,5011.28724017758,"Little Ferry, NJ"
1952,5072.744096288075,"Little Ferry, NJ"
1953,5142.908025675176,"Little Ferry, NJ"
1954,5225.316485682575,"Little Ferry, NJ"
1955,5323.506933653965,"Little Ferry, NJ"
1956,5441.016826933037,"Little Ferry, NJ"
1957,5581.383622863485,"Little Ferry, NJ"
1958,5748.144778789,"Little Ferry, NJ"
1959,5944.837752053274,"Little Ferry, NJ"
1960,6175,"Little Ferry, NJ"
1961,6440.115306770255,"Little Ferry, NJ"
1962,6733.4527636946605,"Little Ferry, NJ"
1963,7046.227788901221,"Little Ferry, NJ"
1964,7369.655800517943,"Little Ferry, NJ"
1965,7694.952216672833,"Little Ferry, NJ"
1966,8013.332455493895,"Little Ferry, NJ"
1967,8316.011935109138,"Little Ferry, NJ"
1968,8594.206073646565,"Little Ferry, NJ"
1969,8839.130289234185,"Little Ferry, NJ"
1970,9042,"Little Ferry, NJ"
1971,9196.604532741398,"Little Ferry, NJ"
1972,9307.028848933283,"Little Ferry, NJ"
1973,9379.93181871994,"Little Ferry, NJ"
1974,9421.972312245653,"Little Ferry, NJ"
1975,9439.809199654705,"Little Ferry, NJ"
1976,9440.10135109138,"Little Ferry, NJ"
1977,9429.507636699964,"Little Ferry, NJ"
1978,9414.686926624738,"Little Ferry, NJ"
1979,9402.298091009989,"Little Ferry, NJ"
1980,9399,"Little Ferry, NJ"
1981,9410.109562264151,"Little Ferry, NJ"
1982,9435.575840572204,"Little Ferry, NJ"
1983,9474.005936219017,"Little Ferry, NJ"
1984,9524.006950499444,"Little Ferry, NJ"
1985,9584.185984708349,"Little Ferry, NJ"
1986,9653.150140140584,"Little Ferry, NJ"
1987,9729.50651809101,"Little Ferry, NJ"
1988,9811.862219854484,"Little Ferry, NJ"
1989,9898.82434672586,"Little Ferry, NJ"
1990,9989,"Little Ferry, NJ"
1991,10081.035218201998,"Little Ferry, NJ"
1992,10173.7317887779,"Little Ferry, NJ"
1993,10265.930436403996,"Little Ferry, NJ"
1994,10356.471885756568,"Little Ferry, NJ"
1995,10444.1968615119,"Little Ferry, NJ"
1996,10527.946088346282,"Little Ferry, NJ"
1997,10606.560290935997,"Little Ferry, NJ"
1998,10678.880193957331,"Little Ferry, NJ"
1999,10743.74652208657,"Little Ferry, NJ"
2000,10800,"Little Ferry, NJ"
2001,10846.473564927857,"Little Ferry, NJ"
2002,10881.969004316192,"Little Ferry, NJ"
2003,10905.280318165002,"Little Ferry, NJ"
2004,10915.201506474288,"Little Ferry, NJ"
2005,10910.52656924405,"Little Ferry, NJ"
2006,10890.049506474288,"Little Ferry, NJ"
2007,10852.564318165001,"Little Ferry, NJ"
2008,10796.865004316192,"Little Ferry, NJ"
2009,10721.745564927858,"Little Ferry, NJ"
2010,10626,"Little Ferry, NJ"
1950,2595,"Little Silver, NJ"
1951,2946.7871698564595,"Little Silver, NJ"
1952,3276.9220797448165,"Little Silver, NJ"
1953,3585.9337296650715,"Little Silver, NJ"
1954,3874.351119617225,"Little Silver, NJ"
1955,4142.703249601276,"Little Silver, NJ"
