oceans,regions,sub_regions,sampling_method,measurement,unit,density_range,density_class,date,season,year,density_marker_size,geometry,density_numeric
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2019-05-23,Spring,2019,8.25,"c(-97.2149, 27.5924)",4
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2018-12-18,Winter,2018,6.5,"c(-97.3191, 26.6895)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2019-10-13,Fall,2019,8.25,"c(-97.163, 26.1035)",4
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-10-06,Fall,2019,6.5,"c(-96.1871, 28.8818)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,1-2,Low,2020-01-05,Winter,2020,4.75,"c(-95.0078, 29.6555)",2
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2022-04-17,Spring,2022,3,"c(-94.8833, 29.3896)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-05-02,Spring,2022,6.5,"c(-94.8312, 29.2633)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2021-01-15,Winter,2021,3,"c(-94.9154, 29.215)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-04-06,Spring,2022,6.5,"c(-94.768, 29.3045)",3
Atlantic Ocean,NA,NA,Neuston net,0.001964,pieces/m3,0.0005-0.005,Low,1999-03-29,Spring,1999,4.75,"c(-79.46, 28.07)",2
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2019-02-02,Winter,2019,3,"c(-82.8314, 27.9595)",1
Atlantic Ocean,Gulf of Mexico,Tampa Bay,Van Dorn sampler,1000,pieces/m3,>=10,Very High,2017-07-24,Summer,2017,10,"c(-82.4987, 27.729)",5
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-10-25,Fall,2021,6.5,"c(-89.3275, 30.3065)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-04-28,Spring,2021,6.5,"c(-89.3282, 30.3059)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2021-07-06,Summer,2021,8.25,"c(-90.0773, 29.174)",4
Atlantic Ocean,NA,NA,Grab sample,0.006,pieces/m3,0.005-1,Medium,2015-06-05,Summer,2015,6.5,"c(-79.99, 26.055)",3
NA,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-10-27,Fall,2021,6.5,"c(-78.2944, 43.9412)",3
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-01-07,Winter,2021,6.5,"c(-124.5574, 42.8331)",3
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2021-01-27,Winter,2021,3,"c(-75.401, 39.1023)",1
Atlantic Ocean,NA,NA,Grab sample,0.01,pieces/m3,0.005-1,Medium,2016-03-15,Spring,2016,6.5,"c(-76.5101, 38.8592)",3
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-12-11,Winter,2019,6.5,"c(-79.8569, 32.7567)",3
Atlantic Ocean,NA,NA,Neuston net,0.00216,pieces/m3,0.0005-0.005,Low,1992-08-20,Summer,1992,4.75,"c(-70.08, 40.77)",2
Atlantic Ocean,NA,NA,Neuston net,0.017672,pieces/m3,0.005-1,Medium,1994-07-08,Summer,1994,6.5,"c(-70.5, 40.57)",3
Atlantic Ocean,NA,NA,Neuston net,0.164148,pieces/m3,0.005-1,Medium,1999-05-19,Spring,1999,6.5,"c(-65.08, 29.17)",3
Atlantic Ocean,NA,NA,Neuston net,0.086368,pieces/m3,0.005-1,Medium,1991-05-14,Spring,1991,6.5,"c(-65.85, 30.6)",3
Atlantic Ocean,NA,NA,Neuston net,0.02376,pieces/m3,0.005-1,Medium,1994-05-14,Spring,1994,6.5,"c(-70.32, 28.97)",3
Pacific Ocean,NA,NA,Manta net,0.079271,pieces/m3,0.005-1,Medium,2018-12-04,Winter,2018,6.5,"c(-123.3083, 31.5033)",3
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2022-02-05,Winter,2022,8.25,"c(-118.064, 33.7101)",4
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-02-05,Winter,2022,6.5,"c(-118.0648, 33.7109)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2018-12-27,Winter,2018,6.5,"c(-97.1622, 26.0983)",3
Atlantic Ocean,NA,NA,Neuston net,0.00926,pieces/m3,0.005-1,Medium,1993-05-14,Spring,1993,6.5,"c(-74.68, 24)",3
Atlantic Ocean,NA,NA,Neuston net,0.00864,pieces/m3,0.005-1,Medium,1997-05-25,Spring,1997,6.5,"c(-73.48, 25.78)",3
Atlantic Ocean,NA,NA,Neuston net,0.035096,pieces/m3,0.005-1,Medium,1999-02-19,Winter,1999,6.5,"c(-67.6, 26.16)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-11-05,Fall,2021,6.5,"c(-94.7703, 29.3033)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-04-13,Spring,2022,6.5,"c(-94.7683, 29.3043)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-06-28,Summer,2019,6.5,"c(-97.0455, 28.0263)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,>200,Very High,2019-01-28,Winter,2019,10,"c(-97.0919, 27.7835)",5
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-02-27,Winter,2020,6.5,"c(-96.9848, 27.9298)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-01-15,Winter,2020,6.5,"c(-97.2217, 27.579)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2021-09-10,Fall,2021,3,"c(-94.5928, 29.4685)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-12-04,Winter,2019,6.5,"c(-94.8036, 29.2785)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-05-04,Spring,2022,6.5,"c(-94.8228, 29.268)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,1-2,Low,2019-11-21,Fall,2019,4.75,"c(-94.863, 29.245)",2
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2019-05-02,Spring,2019,8.25,"c(-94.8254, 29.2661)",4
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2022-04-08,Spring,2022,3,"c(-94.8254, 29.2665)",1
Atlantic Ocean,Gulf of Mexico,Tampa Bay,Van Dorn sampler,2000,pieces/m3,>=10,Very High,2016-11-15,Fall,2016,10,"c(-82.6092, 27.7084)",5
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2020-10-15,Fall,2020,3,"c(-85.3092, 29.6829)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2021-03-12,Spring,2021,3,"c(-87.8526, 30.3787)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-11-08,Fall,2019,6.5,"c(-91.1915, 30.4395)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2022-05-12,Spring,2022,8.25,"c(-95.3655, 29.7645)",4
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-05-19,Spring,2019,6.5,"c(-94.7231, 29.3813)",3
Atlantic Ocean,NA,NA,Neuston net,0.017788000000000002,pieces/m3,0.005-1,Medium,2004-05-13,Spring,2004,6.5,"c(-78.65, 30.99)",3
Atlantic Ocean,NA,NA,Neuston net,0.01296,pieces/m3,0.005-1,Medium,1999-04-02,Spring,1999,6.5,"c(-77.39, 26.87)",3
Atlantic Ocean,NA,NA,Neuston net,0.00864,pieces/m3,0.005-1,Medium,1992-04-21,Spring,1992,6.5,"c(-78.17, 26.32)",3
Atlantic Ocean,Gulf of Mexico,Tampa Bay,Plankton net,1.9,pieces/m3,1-10,High,2016-12-19,Winter,2016,8.25,"c(-82.7832, 27.61)",4
Pacific Ocean,NA,NA,Neuston net,2.611356,pieces/m3,1-10,High,2011-07-26,Summer,2011,8.25,"c(-128.9, 40.68)",4
Atlantic Ocean,NA,NA,Neuston net,0.0216,pieces/m3,0.005-1,Medium,1987-05-26,Spring,1987,6.5,"c(-69.97, 38.9)",3
Atlantic Ocean,NA,NA,Metal spoon,638.06,pieces kg-1 d.w.,>200,Very High,2020-10-16,Fall,2020,10,"c(-71.289481, 41.577746)",5
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2000-09-09,Fall,2000,3,"c(-70.52, 41.9)",1
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2003-08-02,Summer,2003,3,"c(-69.14, 42.03)",1
Atlantic Ocean,NA,NA,Neuston net,0.00432,pieces/m3,0.0005-0.005,Low,1997-08-07,Summer,1997,4.75,"c(-70.1, 40.05)",2
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2004-10-18,Fall,2004,3,"c(-66.49, 39.62)",1
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-02-15,Winter,2022,6.5,"c(-79.9728, 32.892)",3
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-01-28,Winter,2020,6.5,"c(-79.9365, 32.6559)",3
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,1-2,Low,2020-09-18,Fall,2020,4.75,"c(-79.9729, 32.7673)",2
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2019-12-16,Winter,2019,8.25,"c(-79.8507, 32.754)",4
Atlantic Ocean,NA,NA,Neuston net,0.00864,pieces/m3,0.005-1,Medium,1997-10-23,Fall,1997,6.5,"c(-65.62, 35.55)",3
Atlantic Ocean,NA,NA,Neuston net,0.001356,pieces/m3,0.0005-0.005,Low,2007-10-14,Fall,2007,4.75,"c(-68.28, 39.48)",2
Atlantic Ocean,NA,NA,Neuston net,0.00864,pieces/m3,0.005-1,Medium,1995-05-15,Spring,1995,6.5,"c(-73.99, 26.95)",3
Atlantic Ocean,NA,NA,Neuston net,0.093212,pieces/m3,0.005-1,Medium,2001-04-05,Spring,2001,6.5,"c(-74.15, 30.65)",3
Pacific Ocean,NA,NA,Grab sample,0.029,pieces/m3,0.005-1,Medium,2014-09-24,Fall,2014,6.5,"c(-122.512, 33.1155)",3
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-05-19,Spring,2021,6.5,"c(-117.1836, 32.6813)",3
NA,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-11-01,Fall,2021,6.5,"c(-82.3898, 41.4166)",3
Atlantic Ocean,NA,NA,Neuston net,0.00216,pieces/m3,0.0005-0.005,Low,1999-02-10,Winter,1999,4.75,"c(-80.62, 24.5)",2
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1997-02-12,Winter,1997,3,"c(-80.5, 24.2)",1
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1990-04-12,Spring,1990,3,"c(-72.03, 24.62)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2021-06-24,Summer,2021,8.25,"c(-96.961, 27.957)",4
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-10-17,Fall,2019,6.5,"c(-97.0839, 27.7936)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-03-30,Spring,2019,6.5,"c(-97.0824, 27.7951)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2020-05-30,Spring,2020,8.25,"c(-97.2324, 27.5591)",4
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-07-19,Summer,2020,6.5,"c(-97.2007, 27.6167)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-02-27,Winter,2019,6.5,"c(-97.1635, 26.1065)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,>200,Very High,2020-01-17,Winter,2020,10,"c(-94.8854, 29.3897)",5
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2019-08-06,Summer,2019,3,"c(-94.8832, 29.3894)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-12-03,Winter,2019,6.5,"c(-94.7969, 29.2828)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-04-27,Spring,2022,6.5,"c(-94.8018, 29.2801)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2022-05-04,Spring,2022,3,"c(-94.7437, 29.321)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-05-19,Spring,2019,6.5,"c(-93.8918, 29.7675)",3
Atlantic Ocean,NA,NA,Neuston net,0.010812,pieces/m3,0.005-1,Medium,1994-02-09,Winter,1994,6.5,"c(-78.3, 27.35)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-05-21,Spring,2019,6.5,"c(-88.0091, 30.2249)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-09-02,Fall,2021,6.5,"c(-95.0168, 29.5584)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2021-08-31,Summer,2021,8.25,"c(-94.9908, 29.5931)",4
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,>200,Very High,2021-04-05,Spring,2021,10,"c(-95.0798, 29.7612)",5
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-11-18,Fall,2019,6.5,"c(-94.5626, 29.4823)",3
Atlantic Ocean,NA,NA,Neuston net,0.032396,pieces/m3,0.005-1,Medium,1995-02-12,Winter,1995,6.5,"c(-75.27, 25.95)",3
Atlantic Ocean,NA,NA,Neuston net,0.00432,pieces/m3,0.0005-0.005,Low,2002-04-01,Spring,2002,4.75,"c(-78.32, 26.19)",2
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2006-03-27,Spring,2006,3,"c(-79.93, 26.05)",1
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1996-05-09,Spring,1996,3,"c(-79.68, 26.7)",1
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1999-06-27,Summer,1999,3,"c(-68.91, 42.86)",1
Atlantic Ocean,NA,NA,Neuston net,0.00216,pieces/m3,0.0005-0.005,Low,2006-07-14,Summer,2006,4.75,"c(-69.85, 43.03)",2
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-01-28,Winter,2022,6.5,"c(-79.9338, 32.8021)",3
Atlantic Ocean,NA,NA,Neuston net,0.034556,pieces/m3,0.005-1,Medium,1999-04-09,Spring,1999,6.5,"c(-66.69, 31.91)",3
Atlantic Ocean,NA,NA,Grab sample,0,pieces/m3,0-0.0005,Very Low,2014-10-25,Fall,2014,3,"c(-73.3307, 41.1152)",1
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1999-07-24,Summer,1999,3,"c(-70.14, 39.62)",1
Pacific Ocean,NA,NA,Grab sample,0.003,pieces/m3,0.0005-0.005,Low,2015-09-19,Fall,2015,4.75,"c(-117.1059, 32.6321)",2
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-05-09,Spring,2019,6.5,"c(-97.1659, 26.1222)",3
Atlantic Ocean,Gulf of Mexico,NA,Neuston net,0.004284,pieces/m3,0.0005-0.005,Low,2008-01-31,Winter,2008,4.75,"c(-83.91, 24.45)",2
Atlantic Ocean,Florida Keys National Marine Sanctuary,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2001-01-17,Winter,2001,3,"c(-82.92, 24.55)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-11-13,Fall,2021,6.5,"c(-94.8102, 29.2752)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2021-01-17,Winter,2021,3,"c(-94.8276, 29.2649)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-03-18,Spring,2021,6.5,"c(-96.9615, 27.9569)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-01-14,Winter,2019,6.5,"c(-97.3938, 27.7833)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2019-03-17,Spring,2019,8.25,"c(-97.3019, 27.414)",4
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2018-12-03,Winter,2018,8.25,"c(-97.1243, 27.7413)",4
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1992-02-18,Winter,1992,3,"c(-75.15, 26.73)",1
Atlantic Ocean,Gulf of Mexico,Tampa Bay,Van Dorn sampler,0,pieces/m3,0-0.0005,Very Low,2016-08-02,Summer,2016,3,"c(-82.5812, 28.0261)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2019-12-31,Winter,2019,3,"c(-87.8373, 30.3767)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2020-09-24,Fall,2020,8.25,"c(-90.0439, 29.9607)",4
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2021-01-16,Winter,2021,3,"c(-94.7314, 29.336)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2019-12-02,Winter,2019,8.25,"c(-94.8172, 29.2714)",4
Pacific Ocean,NA,NA,Manta net,0.062747,pieces/m3,0.005-1,Medium,2019-12-08,Winter,2019,6.5,"c(-129.206, 43.098167)",3
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-03-10,Spring,2021,6.5,"c(-123.9415, 45.6526)",3
Pacific Ocean,NA,NA,Neuston net,2.611356,pieces/m3,1-10,High,2010-12-10,Winter,2010,8.25,"c(-128.9, 40.68)",4
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-06-14,Summer,2021,6.5,"c(-124.0622, 44.7022)",3
Pacific Ocean,Coastal Waters of Southeast Alaska and British Columbia,NA,Grab sample,0.001,pieces/m3,0.0005-0.005,Low,2015-10-25,Fall,2015,4.75,"c(-123.3187, 48.8101)",2
Atlantic Ocean,Stellwagen Bank National Marine Sanctuary,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1995-07-08,Summer,1995,3,"c(-70.5, 42.42)",1
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2020-06-18,Summer,2020,3,"c(-122.3158, 37.8617)",1
Atlantic Ocean,NA,NA,Neuston net,0.050452,pieces/m3,0.005-1,Medium,1996-10-23,Fall,1996,6.5,"c(-65.75, 35.89)",3
Atlantic Ocean,NA,NA,Neuston net,0.045356,pieces/m3,0.005-1,Medium,2006-06-22,Summer,2006,6.5,"c(-70.42, 40.69)",3
Atlantic Ocean,NA,NA,Neuston net,0.062856,pieces/m3,0.005-1,Medium,1990-05-02,Spring,1990,6.5,"c(-67.93, 28.58)",3
Pacific Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2002-08-20,Summer,2002,3,"c(-122.24, 35.25)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-09-29,Fall,2019,6.5,"c(-97.0697, 27.8099)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2020-06-30,Summer,2020,3,"c(-97.3543, 27.8512)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2018-12-19,Winter,2018,6.5,"c(-97.327, 27.3464)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2020-03-05,Spring,2020,8.25,"c(-97.1851, 26.246)",4
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2021-09-11,Fall,2021,3,"c(-96.2434, 28.6914)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-12-04,Winter,2019,6.5,"c(-95.0829, 29.111)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2019-05-13,Spring,2019,8.25,"c(-95.2062, 29.0129)",4
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-04-17,Spring,2022,6.5,"c(-94.7338, 29.3276)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-05-04,Spring,2022,6.5,"c(-94.7941, 29.2849)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-05-04,Spring,2022,6.5,"c(-94.8125, 29.2739)",3
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2022-02-24,Winter,2022,3,"c(-81.3232, 30.0243)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-11-03,Fall,2019,6.5,"c(-88.0403, 30.7344)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-09-29,Fall,2020,6.5,"c(-89.0538, 30.3748)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-07-26,Summer,2019,6.5,"c(-87.8954, 30.2396)",3
NA,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2020-05-06,Spring,2020,8.25,"c(-83.4824, 43.797)",4
NA,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2021-07-09,Summer,2021,8.25,"c(-78.8822, 42.8735)",4
Atlantic Ocean,NA,NA,Neuston net,0.00216,pieces/m3,0.0005-0.005,Low,2002-09-10,Fall,2002,4.75,"c(-67.27, 44.38)",2
Atlantic Ocean,NA,NA,Neuston net,0.034556,pieces/m3,0.005-1,Medium,2005-06-09,Summer,2005,6.5,"c(-69.63, 43.64)",3
Atlantic Ocean,Gulf of St. Lawrence,NA,Manta net,0.028277,pieces/m3,0.005-1,Medium,2021-07-11,Summer,2021,6.5,"c(-70.285167, 47.253)",3
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2021-10-26,Fall,2021,8.25,"c(-79.9252, 32.7759)",4
Atlantic Ocean,NA,NA,Neuston net,0.190064,pieces/m3,0.005-1,Medium,2000-06-06,Summer,2000,6.5,"c(-66.31, 31.58)",3
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2021-07-14,Summer,2021,3,"c(-71.3231, 41.5802)",1
Atlantic Ocean,NA,NA,Neuston net,0.002004,pieces/m3,0.0005-0.005,Low,2005-06-14,Summer,2005,4.75,"c(-71.23, 41.4)",2
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1998-06-25,Summer,1998,3,"c(-70.67, 40.35)",1
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1999-05-28,Spring,1999,3,"c(-65.32, 38.26)",1
Atlantic Ocean,NA,NA,Grab sample,0.01,pieces/m3,0.005-1,Medium,2013-11-16,Fall,2013,6.5,"c(-76.2905, 37.8014)",3
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-04-14,Spring,2020,6.5,"c(-76.9583, 34.9992)",3
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-02-09,Winter,2020,6.5,"c(-79.9056, 32.8022)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2019-04-30,Spring,2019,8.25,"c(-97.1017, 27.7714)",4
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-05-31,Spring,2019,6.5,"c(-97.2101, 27.6012)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2019-01-28,Winter,2019,8.25,"c(-97.1667, 26.1261)",4
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2019-11-21,Fall,2019,8.25,"c(-97.1712, 26.1567)",4
Atlantic Ocean,Gulf of Mexico,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1997-01-06,Winter,1997,3,"c(-82.92, 25.03)",1
Atlantic Ocean,NA,NA,Neuston net,0.00216,pieces/m3,0.0005-0.005,Low,1999-03-28,Spring,1999,4.75,"c(-80.66, 24.22)",2
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-04-12,Spring,2022,6.5,"c(-94.9731, 29.1808)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-05-02,Spring,2022,6.5,"c(-94.905, 29.2216)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-12-17,Winter,2019,6.5,"c(-94.8862, 29.2328)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-08-13,Summer,2020,6.5,"c(-96.8538, 28.0608)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-10-03,Fall,2019,6.5,"c(-97.063, 27.818)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2019-03-06,Spring,2019,8.25,"c(-97.0631, 27.8171)",4
Pacific Ocean,Gulf of California,NA,PVC cylinder,0,pieces/m3,0-100,Very Low,2018-07-11,Summer,2018,3,"c(-111.906818, 26.729392)",1
